NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,AÑO DE CORTE,DESCRIPCCIÓN CIIU
"830,003,564",FAMISANAR LTDA CAFAM - COLSUBSIDIO EPS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8430,SERVICIOS,3.97,-0.7,0.95,2.04,-1.09,"2,022",Actividades de planes de seguridad social de afiliación obligatoria
"899,999,082",GRUPO ENERGÍA DE BOGOTÁ SA ESP,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3512,SERVICIOS,3.59,2.85,31.51,11.01,20.5,"2,022",Transmisión de energía eléctrica
"800,007,813",VANTI SA ESP,SUPERSERVICIOS,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3520,SERVICIOS,3.37,0.27,1.82,1.23,0.59,"2,022",Producción de gas; distribución de combustibles gaseosos por tuberías
"806,008,394",MUTUAL SER,SUPERSALUD,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,8430,SERVICIOS,3.37,0.0,0.66,0.45,0.21,"2,022",Actividades de planes de seguridad social de afiliación obligatoria
"860,016,610",INTERCONEXIÓN ELÉCTRICA SA ESP - ISA,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3512,SERVICIOS,3.32,2.19,25.49,7.04,18.45,"2,022",Transmisión de energía eléctrica
"901,421,912",JGDB HOLDING SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6499,SERVICIOS,3.09,2.28,10.8,5.61,5.19,"2,022","Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p."
"900,092,385",UNE EPM TELECOMUNICACIONES SA,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6110,SERVICIOS,2.76,-0.47,5.3,4.74,0.56,"2,022",Actividades de telecomunicaciones alámbricas
"900,323,853",TELEPERFORMANCE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8220,SERVICIOS,2.63,0.28,1.42,0.55,0.87,"2,022",Actividades de centros de llamadas (call centers)
"830,114,921",COLOMBIA MOVIL S A E S P,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6120,SERVICIOS,2.62,-0.25,4.41,4.39,0.01,"2,022",Actividades de telecomunicaciones inalámbricas
"860,078,828",COLSANITAS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8699,SERVICIOS,2.55,0.13,2.06,1.07,0.99,"2,022",Otras actividades de atención de la salud humana
"890,912,462",TAMPA CARGO SAS,SUPERTRANSPORTE,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,5111,SERVICIOS,2.55,0.12,2.66,1.57,1.09,"2,022",Transporte aéreo nacional de pasajeros
"901,021,565",EMSSANAR ESS,SUPERSALUD,Costa Pacífica,NARIÑO,PASTO-NARIÑO,8699,SERVICIOS,2.53,-0.42,0.36,1.82,-1.46,"2,022",Otras actividades de atención de la salud humana
"900,935,126",ASMET SALUD,SUPERSALUD,Costa Pacífica,CAUCA,POPAYAN-CAUCA,8430,SERVICIOS,2.49,-0.03,0.27,1.04,-0.77,"2,022",Actividades de planes de seguridad social de afiliación obligatoria
"890,105,526",PROMIGAS SA ESP,SUPERFINANCIERA,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4930,SERVICIOS,1.99,1.12,11.19,5.49,5.7,"2,022",Transporte público automotor
"900,298,372",CAPITAL SALUD EPSS SAS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8430,SERVICIOS,1.84,0.0,0.42,0.39,0.03,"2,022",Actividades de planes de seguridad social de afiliación obligatoria
"800,039,996",KUEHNE+ NAGEL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5229,SERVICIOS,1.79,0.04,0.38,0.28,0.1,"2,022",Otras actividades complementarias al transporte
"830,019,189",AIRES LATAM AIRLINES COLOMBIA,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTÁ-BOGOTA D.C.,5111,SERVICIOS,1.78,-0.42,0.94,1.44,-0.49,"2,022",Transporte aéreo nacional de pasajeros
"800,149,384",CLINICA COLSANITAS S A,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,1.77,0.07,1.29,0.73,0.56,"2,022","Actividades de hospitales y clínicas, con internación"
"900,313,349",FAST COLOMBIA,SUPERTRANSPORTE,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,5111,SERVICIOS,1.71,-0.36,3.38,4.24,-0.86,"2,022",Transporte aéreo nacional de pasajeros
"860,525,148",FIDUPREVISORA FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6431,SERVICIOS,1.68,0.16,9.66,7.64,2.02,"2,022",Fondos de inversión y entidades similares
"800,167,643",GASES DE OCCIDENTE SA ESP,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,3520,SERVICIOS,1.52,0.13,1.47,1.04,0.44,"2,022",Producción de gas; distribución de combustibles gaseosos por tuberías
"899,999,115",EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ SA ESP,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6110,SERVICIOS,1.52,0.05,4.22,2.01,2.2,"2,022",Actividades de telecomunicaciones alámbricas
"830,041,314",DIRECCION DE SANIDAD POLICIA NACIONAL,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8699,SERVICIOS,1.51,-0.02,1.56,0.59,0.97,"2,022",Otras actividades de atención de la salud humana
"830,025,448",GRUPO BOLIVAR S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6492,SERVICIOS,1.39,1.18,14.91,1.76,13.14,"2,022",Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario
"805,001,157",SERVICIO OCCIDENTAL DE SALUD EPS SOS SA,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8430,SERVICIOS,1.35,-0.27,0.29,0.79,-0.5,"2,022",Actividades de planes de seguridad social de afiliación obligatoria
"890,324,177",FUNDACION VALLE DEL LILI,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8621,SERVICIOS,1.33,0.11,1.61,0.63,0.98,"2,022","Actividades de la práctica médica, sin internación"
"811,011,779",RENTING COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7710,SERVICIOS,1.33,0.14,2.91,2.34,0.57,"2,022",Alquiler y arrendamiento de vehículos automotores
"901,351,676",GRUPO BICENTENARIO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7010,SERVICIOS,1.31,1.29,11.72,0.03,11.69,"2,022",Actividades de administración empresarial
"900,134,430",NOKIA SOLUTIONS AND NETWORKS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,1.31,0.02,0.97,0.92,0.05,"2,022",Otras actividades de telecomunicaciones
"800,249,942",COLOMBIANA DE LICITACIONES Y CONCESIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8299,SERVICIOS,1.27,1.18,9.26,3.01,6.25,"2,022",Otras actividades de servicio de apoyo a las empresas n.c.p.
"890,400,869",SURTIDORA DE GAS DEL CARIBE SA ESP,SUPERFINANCIERA,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,3520,SERVICIOS,1.26,0.11,1.9,1.09,0.81,"2,022",Producción de gas; distribución de combustibles gaseosos por tuberías
"900,023,333",AMOV COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,1.19,1.34,6.75,0.09,6.66,"2,022",Otras actividades de telecomunicaciones
"830,039,670",DIRECCION GENERAL DE SANIDAD MILITAR,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6511,SERVICIOS,1.13,-0.05,0.76,0.32,0.43,"2,022",Seguros generales
"900,203,441",OLEODUCTO DE LOS LLANOS ORIENTALES S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4930,SERVICIOS,1.13,0.52,1.41,0.59,0.82,"2,022",Transporte público automotor
"830,012,157",THOMAS GREG & SONS LIMITED (GUERNSEY) SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,1.12,0.29,0.67,0.16,0.5,"2,022",Actividades de consultaría de gestión
"900,232,454",LÍNEA AÉREA CARGUERA DE COLOMBIA S A LANCO,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTÁ-BOGOTA D.C.,5111,SERVICIOS,1.08,-0.04,3.07,2.53,0.53,"2,022",Transporte aéreo nacional de pasajeros
"800,106,339",COLMÉDICA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6521,SERVICIOS,1.06,0.11,0.61,0.41,0.2,"2,022",Servicios de seguros sociales de salud
"900,218,578",SISTEMAS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6201,SERVICIOS,1.06,0.04,0.48,0.31,0.17,"2,022",Actividades de desarrollo de sistemas de información (programación)
"860,025,674",CARACOL TELEVISION S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6020,SERVICIOS,1.05,0.13,1.31,0.57,0.74,"2,022",Actividades de programación y transmisión de televisión
"830,067,394",MERCADOLIBRE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,1.04,-0.16,0.36,0.36,-0.01,"2,022",Otras actividades de tecnologías de información y actividades de servicios informáticos
"900,320,612",SAP COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6209,SERVICIOS,1.03,0.05,0.91,0.64,0.26,"2,022",Otras actividades de tecnologías de información y actividades de servicios informáticos
"805,006,014",DIRECTV COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6020,SERVICIOS,0.99,-0.07,0.65,0.38,0.26,"2,022",Actividades de programación y transmisión de televisión
"830,008,524",BLU LOGISTICS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4923,SERVICIOS,0.97,0.08,0.23,0.16,0.07,"2,022",Transporte de carga por carretera
"811,007,832",SERVICIOS DE SALUD IPS SURAMERICANA SA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8699,SERVICIOS,0.89,-0.0,0.36,0.32,0.05,"2,022",Otras actividades de atención de la salud humana
"800,068,713",OLEODUCTO DE COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4930,SERVICIOS,0.87,0.43,0.79,0.3,0.49,"2,022",Transporte público automotor
"890,102,768",ORGANIZACION CLINICA GENERAL DEL NORTE,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8621,SERVICIOS,0.86,0.08,0.79,0.29,0.5,"2,022","Actividades de la práctica médica, sin internación"
"800,236,937",THE WALT DISNEY COMPANY COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6020,SERVICIOS,0.85,0.04,0.51,0.43,0.07,"2,022",Actividades de programación y transmisión de televisión
"860,507,033",VIGILANCIA Y SEGURIDAD LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8110,SERVICIOS,0.83,0.03,0.3,0.18,0.12,"2,022",Actividades combinadas de apoyo a instalaciones
"900,294,369",COMERCIAL CARD SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6209,SERVICIOS,0.82,0.01,0.04,0.03,0.01,"2,022",Otras actividades de tecnologías de información y actividades de servicios informáticos
"890,307,200",CENTRO MEDICO IMBANACO DE CALI SA,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8610,SERVICIOS,0.82,0.04,1.06,0.73,0.33,"2,022","Actividades de hospitales y clínicas, con internación"
"805,009,741",COOMEVA MEDICINA PREPAGADA SA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6511,SERVICIOS,0.82,0.01,0.33,0.3,0.04,"2,022",Seguros generales
"811,012,271",GRUPO DE INVERSIONES SURAMERICANA SA,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6613,SERVICIOS,0.8,1.06,34.02,6.32,27.7,"2,022",Actividades de las comisionistas de bolsa
"800,003,765",VIRREY SOLIS IPS SA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,0.8,0.16,0.53,0.33,0.2,"2,022","Actividades de hospitales y clínicas, con internación"
"900,464,054",SURA ASSET MANAGEMENT SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6613,SERVICIOS,0.8,0.44,16.64,4.15,12.49,"2,022",Actividades de las comisionistas de bolsa
"890,205,361",FUNDACION OFTALMOLOGICA DE SANTANDER - FOSCAL,SUPERSALUD,Centro - Oriente,SANTANDER,FLORIDABLANCA-SANTANDER,8621,SERVICIOS,0.78,0.06,0.92,0.59,0.33,"2,022","Actividades de la práctica médica, sin internación"
"800,065,396",INSTITUTO DE DIAGNOSTICO MEDICO SA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,0.78,0.12,0.56,0.34,0.22,"2,022","Actividades de la práctica médica, sin internación"
"900,377,365",OLEODUCTO BICENTENARIO DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4930,SERVICIOS,0.77,0.22,2.25,0.9,1.35,"2,022",Transporte público automotor
"800,103,052",ORACLE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7490,SERVICIOS,0.75,0.01,0.92,0.81,0.12,"2,022","Otras actividades profesionales, científicas y técnicas n.c.p."
"817,001,773",ASOCIACIÓN INDÍGENA DEL CAUCA AIC EPS INDÍGENA,SUPERSALUD,Costa Pacífica,CAUCA,POPAYAN-CAUCA,8430,SERVICIOS,0.74,-0.09,0.12,0.24,-0.12,"2,022",Actividades de planes de seguridad social de afiliación obligatoria
"860,002,120",IBM DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,0.73,0.03,0.54,0.4,0.14,"2,022",Actividades de consultoría informática y actividades de administración de instalaciones informáticas
"860,037,950",FUNDACION SANTA FE DE BOGOTA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,0.73,0.14,1.02,0.14,0.88,"2,022","Actividades de la práctica médica, sin internación"
"811,008,963",MULTIENLACE SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8220,SERVICIOS,0.71,-0.02,0.63,0.33,0.29,"2,022",Actividades de centros de llamadas (call centers)
"891,408,584",FRISBY SA BIC,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,5612,SERVICIOS,0.71,0.04,0.42,0.35,0.07,"2,022",Servicio de alimentación en cafeterías
"900,061,554",GESTORA ADMINEGOCIOS Y CIA S EN C,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7010,SERVICIOS,0.7,0.16,7.1,3.07,4.03,"2,022",Actividades de administración empresarial
"900,219,866",MEDICARTE SA,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8699,SERVICIOS,0.69,0.02,0.24,0.16,0.08,"2,022",Otras actividades de atención de la salud humana
"830,023,202",COSMITET LTDA CORPORACION DE SERVICIOS MEDICOS INTERNACIONALES THEM Y CIA LTDA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8610,SERVICIOS,0.67,0.04,0.72,0.38,0.33,"2,022","Actividades de hospitales y clínicas, con internación"
"805,025,964",CREDIVALORES CREDISERVICIOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6499,SERVICIOS,0.67,-0.3,2.58,2.63,-0.06,"2,022","Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p."
"900,188,593",PUERTO BAHIA COLOMBIA DE URABA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,APARTADO-ANTIOQUIA,5222,SERVICIOS,0.67,-0.02,1.28,0.35,0.93,"2,022",Actividades de servicios relacionadas con el transporte acuático
"901,239,514",HOLDING CONSTRUCCION MINERIA Y ENERGIA COLOMBIANA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7010,SERVICIOS,0.67,0.43,1.14,0.37,0.77,"2,022",Actividades de administración empresarial
"800,185,781",AERO REPÚBLICA SA WINGO,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTÁ-BOGOTA D.C.,5111,SERVICIOS,0.66,-0.03,0.81,0.82,-0.01,"2,022",Transporte aéreo nacional de pasajeros
"900,641,706",SGS COLOMBIA HOLDING SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8220,SERVICIOS,0.65,0.01,0.9,0.62,0.28,"2,022",Actividades de centros de llamadas (call centers)
"830,113,601",ACTIUNIDOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6494,SERVICIOS,0.64,0.68,6.71,0.3,6.41,"2,022",Sociedades de capitalización
"860,035,992",FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,0.64,0.05,0.74,0.27,0.47,"2,022","Actividades de la práctica médica, sin internación"
"890,901,826",HOSPITAL PABLO TOBON URIBE,SUPERSALUD,Antioquia,ANTIOQUIA,BOGOTA D.C.-ANTIOQUIA,9499,SERVICIOS,0.64,0.05,0.76,0.3,0.47,"2,022",Actividades de otras asociaciones n.c.p.
"830,513,238",CONEXRED SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,0.64,0.02,0.13,0.11,0.02,"2,022",Otras actividades de telecomunicaciones
"860,533,413",I R C C SAS INDUSTRIA DE RESTAURANTES CASUALES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5611,SERVICIOS,0.63,0.02,0.49,0.44,0.05,"2,022","Restaurantes, puestos de comida y servicio de catering"
"800,230,447",SODEXO,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5619,SERVICIOS,0.63,0.02,0.18,0.14,0.04,"2,022",Otros tipos de expendio de comidas preparadas n.c.p.
"890,212,568",FUNDACION CARDIOVASCULAR DE COLOMBIA,SUPERSALUD,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,8621,SERVICIOS,0.62,0.02,0.74,0.35,0.39,"2,022","Actividades de la práctica médica, sin internación"
"901,354,361",PARTNERS TELECOM COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6120,SERVICIOS,0.61,-1.46,4.33,5.42,-1.09,"2,022",Actividades de telecomunicaciones inalámbricas
"800,244,387",ARCOS DORADOS COLOMBIA SAS ARCOS DORADOS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5611,SERVICIOS,0.61,-0.07,0.43,0.43,0.0,"2,022","Restaurantes, puestos de comida y servicio de catering"
"860,030,380",AGENCIA DE ADUANAS DHL GLOBAL FORWARDING COLOMBIA SA NIVEL 1,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5229,SERVICIOS,0.61,0.03,0.17,0.09,0.08,"2,022",Otras actividades complementarias al transporte
"800,225,057",DIAGNOSTICO Y ASISTENCIA MEDICA SA IPS DE SALUD,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8699,SERVICIOS,0.6,0.03,0.35,0.19,0.16,"2,022",Otras actividades de atención de la salud humana
"860,050,906",ADECCO COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7820,SERVICIOS,0.59,-0.01,0.09,0.08,0.01,"2,022",Actividades de agencias de empleo temporal
"813,001,952",CLINICA MEDILASER SAS,SUPERSALUD,Centro - Oriente,BOYACA,TUNJA-BOYACA,8610,SERVICIOS,0.58,0.02,0.57,0.34,0.24,"2,022","Actividades de hospitales y clínicas, con internación"
